codigo,nome,contato,email,fone
513,G.P. TAVARES DE SOUZA ELETRO-ELETRONICOS,,,36320608
218,G.S. FONG - G.S. INFORMATICA,ALINE OU GRASIELE,,12*3625-2188
848,GARCIA PINTOR RESIDENCIAL E COMERCIAL,,,12 92218799
828,GARCIA PINTURA,,,92218799
804,GAS BARÃO GÁS NATURAL VEICULAR,,,3624-9012
219,GECAR VEICULO,,,
220,GENNO,,,35*3471-6019
727,GERSON BEZERRA DA SILVA,,,
1042,GERTEC,,,
742,GESSO TALENTO,TICO,mingo.op@hotmail.com,1236744356
808,GIANT,,comercial@giantcftv.com.br,035 3471-7020
221,GIL CAR MULTIMARCAS - JUNIOR,JUNIOR 8132-5885,,12*3632-2689
222,GLK ELETRONICA  LTDA,,,11*4392-6994
1001,GOLDEN LAMPADAS,,,0800 602 2383
223,GOLDEN MOTOS,,,12*3642-6423
630,GOLDENDISTRIBUIDORA,ADILSON,adilson.batista@informatica.goldendistr,(11) 3646-6622
415,GOMY TRAFO,,,(012) 3631-5449
224,GOOD LUCK,,,43*3033-1105
225,GOUVEIA COMPUTADORES,,,12*3622-8669
501,GRAFICA E EDITORA SÃO BENEDITO PINDAMONB,,graf-ed-sb@uol.com.br,36428416
670,GRAFICA LUIZ,Luiz Calheiros,suport.grafico@hotmail.com,3686-5411
226,GRAFICA MOURA,,,12*3632-7207
416,GRAFICA VISÃO,WASHIGTON,visaograficaeditora@yahoo.com.br,3632-0206
37,GRAND. PRIX - ANDRÉ GUSTAVO J.  RODRIGUE,ANDRÉ,,(12) 3681-1243
227,GREATEK,Sra. VANJA,vanja@wlbr.com.br,12*3932-2500
764,GRIFFE INOVE CONFECÇÕES E ESTAMPARIA,99749-6932,CONTATO@GRIFFEINOVE.COM,3025-4495
228,GRUPO APOIO,,,11*858-6133
698,GRUPO DUTRAFER - RECICLAGENS INDUSTRIAIS,ORCAMENTOS@DUTRAFER.COM.BR,,3203-5200
896,GRUPO NATO,Felipe Augusto,,
626,GRUPOCYBERSHOP,Renato Ferreira,renato@grupocybershop.com.br,011 4805-8500
794,GRUPODHARMA RADIOCOMUNICACAO,,vendas04@grupodharma.com.br,(11) 4022-1300
781,GS FONG,,,
229,GSN GLOBAL SECURITY NET WORK,MARCOS TERRON,,113817-4262
719,GTECH ALARMES,Flávia Barbedo,vendas2@gtechalarmes.com.br,1233023287
230,GUARAUTO,,,12*3132-1244
1008,GUARIGLIA,,sac@guariglia.com.br,012 3654-1000
1080,GUIA TAUBATÉ,,,
691,GUINCHO FACIL,,,1236311940
231,GUSTAVO A.F. MARUCCO - ME,,,12*3157-7694
232,GWR ETIQUETAS E ADESIVOS,,,43*254-4290
1088,H. MARIOTTO FERRAGENS ME,,,(12)3622-8439
965,HABITISSIMO,,,
233,HASCO COMERCIO E IND. DE COMP. LTDA,,,11*5572-8040
860,HCJ DISTRIBUIDORA,,contato@hcjdistribuidora.com.br,11 2090-4999
384,HDL INDUSTRIA,,,(11) 4025-6500
234,HEBERT T. VARELLA E CIA LTDA,,,11*3311-7099
235,HENRIQUE CFTV DIGITAL,,,11*8224-1526
237,HORTO VEICULOS,,,12*3621-5482
238,HOUTER DO BRASIL,ANA LICE,,12*3935-3601
1102,HP,,,
776,HUNION COMERCIAL LTDA,,,(11)2958.3303
239,HYUNDAI,JUNIOR,,12*3632-8195
243,I.M.BARAKAT INFORMATICA - ME,,,12*3621-5358
1160,I9 DISTRIBUIDORA DE INFORMATICA E EQUIPA,,,12 9740-8210
557,IAH- HEL INDÚSTRIA DE ARTEFATOS METÁLIC,,,011 40534350
244,IBCE SISTEMAS DE SEGURANÇA,,,16*3968-3017
533,IBGE - INSTITUTO BRASILEIRO DE GEOGRAFIA,Aguinaldo Silva / Auzenira,,012 3632 2405
245,IDEAL BRASIL,,,19*3281-0080
246,IDS INFORMATICA,,,12*9725-2344
559,ILUMAC SISTEMAS ELETRÔNICOS,,,1432328646
1128,IMA CENTRO AUTOMOTIVO ESPECIALIZADO,,,
705,IMPERADOR ELETRÔNICA IMPORTADORA E DISTR,,imperador@imperadoreletronica.com.br,(11) 2218-2581
704,IMPORTADORA E DISTRIBUIDORA DE COMPONENT,,imperador@imperadoreletronica.com.br,(11) 2218-2581
248,IMPORTADORA E DISTRIBUIDORA SJC,,,12*3434-8864
247,IMPÉRIUS  COMERCIO E PREST. DE SERV.LTDA,,,11*2431-2220
249,IN COMPANY,,,11*6991-3211
250,IN COMPANY CONS. COM.DE INFOR. LTDA EPP,,,
251,INELTEC TECNOLOGIA LTDA,,,19*3256-6752
891,INES DO PRADO,,,
882,INFINIT WIRELESS,,SalesGlobal@infinetwireless.com,+356 2034-15-14
252,INFINITO MERCADO DE AUTOPÉÇAS,JOÃO,primoinfinito@terra.com.br,12*2123-5800
253,INSALTEC,MAURÍCIO PARAÍSO,,11*867-0828
380,INTELBRAS S.A. INDUSTRIA DE TELECOMUNICA,,saopaulo@intelbras.com.br,(11) 2169.4300
254,INTELLUX DISTRUBUIDORA DO BRASIL,,,21*3412-6331
255,INTERGODO COM. ELETRONICO LTDA,,vendas@intergodo.com.br,11*4330-7099
600,INTERSAT DISTRIBUIDORA,,comercial@intersatcomercial.com.br,(13) 3278-2800
859,INTERSEG DISTRIBUIDORA,,,
555,INTERSMART COM IMP E EXP DE EQUIP ELETR.,,,(11) 4084-9333
76,IOTEC INFORMÁTICA COMÉRCIO E SERVIÇO LTD,,vendas@iotec.com.br,(11) 5087-6777
256,IPC FIOS E CABOS ELETRICOS LTDA,,,11*6165-1121
500,IRMÃOS PIEROTTI UNIFORMES,,PIEROTTIUNIFORMES@UOL.COM.BR,1133263624
257,IRMÃOS PIEROTTI UNIFORMES,,,11*3326-3624
259,IRON WALL COMERCIO CGG E SERVIÇOS LTDA,,,11*5524-6616
1070,IRWIN FERRAMENTAS,,,
260,ITUSEG COM. PROD.ELET.LTDA,,,12*3931-4521
1184,J DAVIES ELETROFITAS,,,
1170,J E COMERCIAL LTDA,,,
710,J TOLEDO SUZUKI MOTOS DO BRASIL,,,0800 707 8020
261,J. A . PIMENTA TAUBATÉ,,,12*3633-5352
263,J.C. SERRALHERIA,,,12*9118-3386
264,J.F. AUTO PEÇAS E ACESSORIOS,,,12*3631-3364
816,J.L. MOTTA AUTO ELETRICA ME,JORGE,,36221142
43,J.N.DISTR.DE A.P.A.V. LTDA. EPP,,,(12) 3622-7555
265,JACO JAQUETAS,,,11*3951-5269
266,JACOMETTI REPRESENTAÇÕES LTDA,ELIANA OU HENRIQUE,,12*3622-4991
268,JAPA PNEUS,,,12*3621-3570
601,JASON HUANG,Jason Huang,jason@longse.com,+86 15919691183
270,JEDELSON CARVALHO DA COSTA ME,JEDELSON /  Sara,,11*3337-3049
63,JEFERSON GOMIDE SILVA SJC ME,,mrdistribuicao@mrdistribuicao.com.br,1239029048
269,JFL INDUSTRIA,,,35*3473-3571
560,JLG IMPORTA'CAO E DISTRIBUICAO,,,
1064,JOCAR PEÇAS E ACESSÓRIOS PARA VEÍCULOS,,,(11) 3797-0777
987,JORDÃO MOTOS,,,
1051,JORNAL CONDOMÍNIO NEWS TAUBATÉ,REGIANE,condnewstaubate@hotmail.com,(12) 99615-0615
1006,JOSE CLAUDEMIR COSTA EIRELI - M,,,
767,JOSE MAURO RIBEIRO 26797579805,VALDIR RIBEIRO,,1233333333
692,JOSÉ DEVANIL MARIOTO,JOSÉ DEVANIL MARIOTO,,1236335483
1059,JOSÉ SERGIO COSTA,,,
206,JOTA CAR RETÍFICA DE MOTORES,SUELI,,11*2705-9920
1057,JT SEG - JOÃO DE LIMA JUNIOR,,limajunior1963@hotmail.com,12-3207.6151
271,JUCA PNEUS E ACESSÓRIOS LTDA,,,12*3633-3456
418,JULI-PACK  PRODUTOS DE LIMPEZA DESCARTVE,,,(012) 3934-1365
886,JVB GALLEGO EPP,,,(16) 3723-9299
1068,JVSG SOFTWARES,,suporte @ jvsg.com,
273,KADU HONDA LORENA,VALDIR,,
272,KADU HONDA SÃO JOSÉ DOS CAMPOS,,,12*3931-9100
657,KALUNGA,,,
274,KEY EX  IMPORT,EDSON DE O. FILHO,,11*4365-2565
275,KF TECH TELECOM,,,51*3653-7350
577,KIDASEN IND. COM. DE ANTENAS LTDA,Eng Fernando Locate,flocate@aquario.com.br,0800 44 8000
1013,KLEBER NUNES,,,
1173,KLINT DISTRIBUIDORA DE FIOS E CABOS,,,
874,KLINT DISTRIBUIDORA DE FIOS E CABOS LTDA,,,11 4972 9300
276,KODO BR ELETRONICA  LTDA,,,
396,KYOCERA SOLAR DO BRASIL LTDA,,,21 3724-3900
534,L C  VIANA INFORMATICA,,angularcabos@angularcabos.com.br,011) 27815652
750,L.S. DA SILVA TOLEDO RECICLAGEM ME,VALDIR,,36227221
1048,LACTEL TELECOMNICAÇÕES,,vendas@lactel.com.br,011 27213380
582,LANEXIMPORTS,,contato@laneximports.com.br,011 25072842
834,LC,,,
849,LC COMUNICAÇÃO VISUAL,,l.comunicacao@terra.com.br,30220025
426,LCA COMPUTADORES E ACESSORIOS,LARA,Icainfo@terra.com.br,3633-5794
977,LEBLON TECNOLOGIA E COMPUTADORES LTDA,,,(65) 3648-3000
1083,LEONARDO PEREIRA DA ROSA,,,
1177,LEROY MERLIN COMPANHIA BRASILEIRA DE BRI,,,
761,LIBERTY SEGUROS S/A.,,,
382,LIDER INDUSTRIA ELETRONICA LTDA,,,(35) 3471-7777
876,LIDERCON COMÉRCIO E REPRESENTAÇÕES DE CO,,,16 3612 1110
645,LIGASAT,,,5135892820
1181,LIGERO CARNES FRANGOS E FRIOS,,,
537,LIGWAY,,ligway@ligway.com.br,(48)3334-0567
277,LIMACOM PRODUTOS ELETRONICOS,,,11*3337-6290
1036,LINEAR EQUIPAMENTOS E SERVICOS LTDA - ME,,,(11) 2823-8800
278,LINEAR EQUIPAMENTOS ELETRÔNICOS S/A.,,,35*3473-3474
279,LINKTECK,,,19*2113-7787
729,LISIEL DONIZETE BONIFACIO,,,
870,LIVETECH DA BAHIA INDUSTRIA E COMERCIO L,Vinicius Rodrigues,,11 3035.3755
281,LOJA DO MARIO,,,12*3632-3549
280,LOJA N. S. APARECIDA,JOSÉ ANTONIO DOS SANTOS,,12*3633-6602
283,LOJAS CEM,,,12*3632-0588
995,LOJAS TEDDY  ARTIGOS  P PRESENTES LTDA E,,,
791,LOTUFO RETIFICA DE MOTORES,,,3632-1410
846,LUCASFER,,lucasfer@iconet.com.br,(12) 2123-1900
284,LUCIANO FARIA ME,,,12*3635-3920
661,LUCIANO SIMOES,LUCIANO,sup_gscomputer@hotmail.com,1236297928
770,LUIS CARLOS ISABEL,,,
1055,LUIS FERNANDO CARRARO DE PAULA - MEI,Luis Fernando Carraro,luisfernandocarraro@gmail.com,3411-6886
285,LUIZ CLAUDIO - CLARO GERENTE,,,12*3923-7665
730,LUIZ TUAN NETO,,,
287,LUMINE COM. DE PROD.E COMP. ELETRO. LTDA,JARBAS - 9777-6008 ou 12-3351-,jpcomerciais@ig.com.br,19*3604-4324
937,M B DE MOURA BATERIAS - EPP,,contato@batervalebaterias.com.br,(12) 3931-5373
288,M&M COMPANY E EQUI. ELET. LTDA - ME,MARCELO,,19*3296-3199
289,M.C. MULTICAMERA,,,19*6959-5671
290,MACDRY COMERCIO DE MAQUINAS LTDA EPP,,,12*3921-7400
291,MADIS RODBEL-SÃO JOSÉ DOS CAMPOS,,,12*3931-5582
593,MAFER CALHAS E COIFAS,,contato@mafercoifas.com.br,012 3632-4400
1076,MAGAZINE LUIZA S/A,,,
292,MAGNETEC INDUSTRIA ELETROELETRONICA LTDA,,,51*3343-3961
293,MAGNETROL INTERNACIONAL,,,11*6241-5200
294,MAISELETROSHOP,,,31*3891-9095
858,MAKRO ATACADISTA SOCIEDADE ANONIMA,,,1236864555
1022,MARCELO GUILHERME DA SILVA,,GSILVA.MARCELO@HOTMAIL.COM,3426-6136
296,MARCENARIA CASLEI,,,12*3681-3504
297,MARCIO SILVA INDUSTRIA E COMERCIO LTDA,,,12*3621-9021
298,MARCIVAN,,,12*3635-3324
916,MARCON DISTRIBUIDORA,,,
915,MARCON INDÚSTRIA METALÚRGICA LTDA.,,,
504,MARCOS MENS MATERA TAUBATE MM AUTO CENTE,,,36311381
299,MARIA HELENA,,,12*3632-3350
300,MARIA LUCIA DE ORTIZ CAMPOS,,,12*3622-7682
494,MARILDA SILVEIRA SALEM SALES ME,,,36252741
634,MARKET CENTRO DISTRIBUIDORA,,,(11) 5094-0018
301,MARLE MONTEGEM E COMERCIO LTDA,,contato@marlemontagem.com.br,12*3907-8478
302,MATV SUL,,,54*211-8008
917,MAX ELETRON INDUSTRIA ELETRONICA - EIREL,,contato@maxeletron.com.br,17 3225-3152
303,MAX SECURITY,,,11*6946-6141
701,MAXELETRON,,,017 32253152
304,MAXI LAJES LTDA,MONTESUMA,maxilajes@maxilajes.com.br,1236212021
305,MAXICOM EQUIPAMENTOS ELETRONICOS LTDA,,,11*5034-9902
306,MAXIMUS TELECOMUNICAÇÕES,,,14*3366-2251
308,MAXPLAC COM. ACESS.P/ SINALIZAÇÃO LTDA,,,19*3234-1386
309,MBROS DISTRIBUIDORA DE INFORMATICA,,,11*6959-0135
310,MC MICRO,,,11*3758-1006
944,MECANICO - NIVALDO,,,36212854
312,MECANICO GERAL,,,12*3632-2839
1089,MECATRONICA,,,
933,MECATRONICA COMERCIO DE APARELHOS ELETRO,LEONARDO,,3621-5843
1152,MED VALE INDÚSTRIA E COMÉRCIO LTDA,,,
1032,MEDEIREIRA PINHEIRO,,,
313,MEDSEG SEGURANÇA ELETRONICA,LUIZ FERNANDO FRAGA,,19*2121-9299
682,MEG DISTRIBUIDORA - GOIANIA,,,
315,MEGA CABOS IND. E CO. DE CABOS ESP. LTDA,,,11*4638-6009
967,MEGA DISTRIBUIDORA,,,(11) 4487-7939
567,MEGAMS DISTRIBUIDORA,,poa@megams.com.br,(51) 3028-5533
1108,MEGATRON,,,
616,MENDOÇA MOTOS,,,
1164,MERCADO LIVRE,,,
1073,MG REPRESENTACOES,,,
109,MG TEC MANUTENCAO DE FERRAMENTAS ELETRIC,,,(12)  3022-0530
53,MICHIGAN BRASIL TELECOM,ISABEL / VALQUIRIA,,(19) 3881.4060
317,MICRO SWITH ELETRO ELETRONICO LTDA,,,11-3225-2000
318,MICROWAVE WIRELESS COMUNICAÇÕES,,,31*2513-2400
1031,"MIDWEC INDUSTRY CO.,LTD",Jack Gui,sales@midwec.com,
319,MINAS PLACA,,,31*9318-4339
762,MINISTERIO DA PREVIDENCIA SOCIAL,,,
818,MINISTÉRIO DA FAZENDA,,,
320,MISSÃO IMPOSSIVEL,,,11*3361-6068
637,MITAC COMERCIAL ELETRÔNICA LTDA,ANA / DANIELA,contato@showcam.com.br,(11) 3032-0102
697,MITSUPAK INDUSTRIA E COMERCIO LTDA,,,
321,MM AUTO CENTER,,,12*7850-4807
322,MODELO CONCESSIONARIA FIAT,,,12*3934-2000
323,MODENA FIAT,,,12*3625-9900
702,MONTIAÇO - SISTEMAS DE ARMAZEGEM,,,(43) 3379 1600
327,MOROTEX COMERCIO E CONFECÇÕES LTDA,,,11*228-7372
324,MOSCARDINI COM.DE EQUIP.ELET.LTDA,LIA,taubate@castseg.com.br,1234133129
325,MOTOROLA DO BRASIL,,,0800-55-2277
711,MOTOSHOPPING CONCESSIONARIA SUZUKI,,suzukims@uol.com.br,(12) 3432-6602
1000,MOVITRONICS MANUTENÇÃO ELETRONICA,,contato@movitronics.com.br,11 2838-0005
676,MPT FIOS E CABOS ESPECIAIS LTDA,Carlos Pilz,,019 7813.8809
678,MR DISTRIBUIDORA DE INFORMATICA,12-30186357,,12 39029315
49,MS SERVIÇOS CONTABEIS,MAURA,,(12) 3621-5605
328,MSB  BOMBAS E MOTORES,,,12*3648-3366
1047,MULTI LASER GIGA SECURITY,,,(11)3198-5890.
908,MULTICENTER DISTRIBUIDORA,RENATO,,012 3206-6828
1082,MULTICRAFT ELETRONICOS DO BRASIL,,,
1063,MULTIPORT TELECOM,,,
1137,MULTISEG SEGURANÇA ELETRONICA,,,
329,MULTISEG TAUBATÉ,SERGIO / DANIEL,multisegtaubaté@hotmail.com,12*3622-4642
620,MULTITOC,LEANDRO,vendas16@multitoc.com.br,(11) 3855-5000
631,MYATECH,ANTONIO,antonio.santana@myatech.com.br,(11)3028-1900
747,NAIR RECICLAGEM E SUCATAS,,,36354138
900,NASAT DISTRIBUIDORA,EDNEI,dinei.edf@hotmail.com,(18) 99685-2537
331,NATASHACOMEX,,natashacomex@hotmail.com,11*4105-1291
332,NAVE SONORIZAÇÃO,,,12*3913-3829
333,NAYLUX INDUSTRIA DE COMP. ELET. LTDAI,RUBENS,,12*3026-6790
623,NEIDE CATELAN MENDES - ME,,contato@concertinagarone.com.br,011 41271221
334,NEOCAM IMPORTAÇÃO E EXPORTAÇÃO,,,11*2614-0250
1072,NERI REPRESENTACOES ELETRICAS LTDA,,comercial@nerirepresentacoes.com.br,(12) 3921-5708
606,NETPLUS DISTRIBUIDORA,,vendas@netplus.com.br,11 4010-3533
877,NETSUN TECNOLOGIA E SERVIÇOS,,contato@netsunteconologia.com.br,(11) 4796-3000
335,NETWORK1 INTERSMART C.I.E.DE EQU.E.LTDA,,,62*202-9435
578,NEW BACK COMÉRCIO DE SISTEMAS ELETRONICO,,newback@newback.com.br,011 4351-2379
641,NEWLIFE DISTRIBUIDORA DE EQUIPAMENTOS DE,LUIZ ANTONIO DOS SANTOS,contato@newlifedistribuidora.com,012 32076468
1100,NEXANS,,,
1005,NEXTEL TELECOMUNICACOES,,,
535,NFS PROFESSIONAL SERVICES,KATIA,,1123853977
783,NILSON GONÇALVES,,,
336,NIMAC,EDINALDO G MAGALHÃES,,19*3802-2880
338,NIPON LINES CABEÇOTES DE VIDEO,,,11*3311-8922
339,NITRIX,,,35*3471-5531
580,NOVA CASA DE GESSO,,novacasadegesso@uol.com.br,012 3622-8140
340,NOVA FASE DISTRIBUIDORA,MARCO AURELIO,,51*3337-9475
398,NOVANETWORK,,contato@novanetwork.com.br,(19) 3327-6805
374,NRSTORE,,,
397,NRSTORE,,,(18) 3305-9444
795,NUCLEO DE INF. CORD DO PONTO BR - NIC-BR,,,
509,O LOJÃO TECIDOS E CONFECÇÕES LTDA,,,36431300
649,O REI DO ÓLEO TAUBATÉ,,,36337500
809,ODAIR NUNES DA SILVEIRA PEÇAS-ME,,,
47,OFICINA MECANICA DO BÓ,BÓ,,(12) 3622-4401
988,OFICINA MECÂNICA ALARCAO,VALDIR ALARCAO,,3633-5866
938,OKM DISTRIBUIDORA DE BATERIAS,,rpb@baterias0km.com.br,(11) 3071-2060
966,ON DISTRIBUIDORA,,,
975,ONIX SECURITY INDUSTRIA ELETRO-ELETRÔNIC,,,(17) 3500-7777
343,ONLY CFTV,LIGIA,,41*3024-5343
341,ONMILINK,,,11*9941-0412
507,ONOFRE PRIVINO GOMES NETO,,,1123734438
1044,ORACLE DYN GLOBAL BUSINESS UNIT,,,
344,ORIGINAL VEICULOS,,,12*3625-3700
1066,ORIGINAL VEICULOS,,,12 39458000
1067,ORIGINAL VEICULOS,,,3421-3000
1065,ORIGINAL VEICULOS,,,12 39430550
345,ORLA UNIFORMES INDUSTRIAIS,,JGUNIFORMES@GMAIL.COM,12*3633-2826
346,OSA INFORMATICA,OSWALDO,,12*233-2002
947,P. A. T KERR,,,
952,P. H. TUAN BELEM,,,
1015,PAGSEGURO INTERNET LTDA,,,
811,PAN MANUTENÇÃO AUTOMOTIVA,12 99166-3998,panautomotivos@bol.com.br,3681-2077
423,PAPELARIA & CARIMBOS,,criartscarimbos@hotmail.com,
654,PAPELARIA CAMPELO,,,(12) 3632-3011
347,PAPELARIA IRACEMA TAUBATÉ LTDA,SR. ORLANDO,,1236343634
655,PAPELARIA TANBY,,,
390,PARAISO PLASTIC,Paulo Reis Caetano,paraisoplastic.ssp@gmail.com,(35) 9975-2580
425,PARDAL VEÍCULOS,9115-8333,,
1028,PAT POSTO DE ATENDIMENTO AO TRABALHADOR,RENATA,,36323984
599,PAUTA DISTRIBUIÇÃO E LOGÍSTICA SA,,,011 3356.3300
428,PC BRAZIL DISTRIBUIDORA,(012) 39112602,,
1167,PCBWAY,,,
429,PDV (PROJETOS E SISTEMAS DE SEGURANÇA),(13)3684-3721,,
431,PEDRO F. RIBEIRO & CIA LTDA,,,
432,PENNA ELETRICA,(012) 3624-7616,,
628,PERIMETRAL SEGURANCA EIRELI - EPP,BRUNA,perimetral@gmail.com,(31)3538-1230 |
651,PETRO LÍDER DERIVADOS DE PETRÓLEO LTDA .,PRISCILA MARTINS,tmk10@detlub.com.br,11135799210
433,PHOEBE  COM. IMPORT.  EXPORT.  LTDA,(011) 6168-3374,,
434,PIMENTA RALLS UNIFORMES,(012) 3934-2725,,
723,PLANAN FORROS E DIVISORIAS,,atendimento@planam.com.br,0112293-7311
405,PLANTEC DISTRIBUIDORA,,campinas@plantec@plantecdistribuidora.c,019 37738585
435,PLANTEC SISTEMAS DE TELECOMUNICAÇÕES LTD,11 2147-3233,,
436,PNEUS AUTO LINS LTDA,,,(012) 3632-6711
976,POLOTEC INDUSTRIA E COMERCIO LTDA,,polotec@polotec.ind.br,(35) 3471 7048
437,PONTO DAS FERRAMENTAS,,,(12)3621-6718
438,PONTO E ARTE BORDADOS,,,012 36314888
746,PONTOTEC,,comercial01@repacesso.com.br,
356,PORTAL SEG DISTRIBUIDORA TAUBATE,MARCELO,marcos.gigueira@ppa.com.br,(12) 3426-7010
664,PORTGREC DISTRIBUIDORA,Aline Simonetti,vendas@portgrec.com.br,(11) 3801-2996
407,POSONIC DO BRASIL,,julio@posonic.com.br,4135955500
439,POSTO  HORSE  POWER,,,
440,POSTO DE MOLAS J.B. INDEPENDENCIA LTDA,,,3681-1384
441,POTENZA,,,1236811166
931,POWERBRAS INDÚSTRIA ELETRÔNICA LTDA.,,,21 3545-1017
358,PPA MOGI DAS CRUZES (ALTO TIETÊ) - SP,,ppaaltotiete@hotmail.com,(14) 2668 6998
359,PPA SÃO PAULO / ZONA LESTE - SP,,mfaria@ppa.com.br,11  2090 4999
360,PPA SÃO PAULO / ZONA SUL (SAÚDE) - SP,RACHEL,ppasaude@ppa.com.br,11  5586 7880
923,PPA TAUBATÉ,,,
41,PREFEITURA MUNICIPAL DE TAUBATÉ,,,(12) 3625-5000
375,PREMIUM CFTV,,,
442,PREMIUM COMPUTADORES,SIMONE  / JULIANA / carlos,sac@premiumstore.com.br,(012) 3621-2220
443,PROPAGUE ELETRÔNICA,,,(12)3632-9340
942,PROQUALIT TELECOM,,,(11) 4693-9063
565,PROTECNOS TECNOLOGIA EM SEGURANÇA ELET,,pro@protecnos.com.br,(011) 5686-7524
361,PROTER SEGURANÇA ELETRÔNICA,,,(14) 3407 - 1200
444,PROTESHOP,,,(011) 2950 5824
445,PROTEVAP,,,(012) 3633-1711
446,PUBLIVALE PRODUTOS PROMOCIONAIS LTDA,,publivale@superig.com.br,(12) 3652-7080
722,QBEX COMPUTADORES,,,
447,QGSEG DISTRIBUIÇÃO E SOLUÇÕES EM MONITOR,(11) 3313-7722,,1133137722
862,QUALILAN DISTRIBUIDORA,,,12 3958 7735
448,QUALISEG,DANIELA,,(019) 3256-1458
386,QUALITRONIX TECNOLOGIA LTDA.,,,(035) 3471-3300
924,R B DE ALMEIDA INSTALACOES COMERCIAIS E,RICARDO /LUCIMARA,,3432-8574
449,R L BARBOSA JUNIOR ME,,,(017) 237-3869
985,R. TONIN COMERCIO E PREST DE SERV AUTOMO,,,1236318148
1134,R.R.REIS & CIA LTDA - ME,,redecon.org@gmail.com,1234261358
450,R3 INFORMATICA SUPRIMENTOS DE INFORMATIC,Daniele Fahl,,(012) 3922-4126
953,RA DISTRIBUIDORA,,,
617,RACK TELECOM,,vendas@racktelecom.com.br;,1143841061
451,RADIO LINK - PRIANTE & CEJNAR LTDA - ME,JOSÉ PRIANTE    FAX: 3939-7120,,(012) 3942-7137
1143,RADIOENGE EQUIP TELECOM LTD,,,(41) 3308-9155
1122,RAFAEL BONIFACIO,,,
1114,RAFAEL CFTV,992534884,,
1136,RAFAEL MONTEIRO DE SOUZA - MERCADO PAGO,,,
728,RAFHAEL BARBOSA BONAFE 7 CIA LTDA ME,,,3633-6554
744,RALFIX,,,3632-6486
884,RAMIREZ E GALLEGO LTDA,,,(16) 3969-9299
1183,RAZZO DISTRIBUIDORA  PPA,,,
775,RECEITA FEDERAL DE TAUBATÉ,,,
452,REDE  ZACHARIAS,VANESSA,,0800-7727477
958,REDE DE POSTOS SETE ESTRELAS,,,
639,REDE LOCAL DISTRIBUIDORA DE PRODUTOS PAR,,comercial@rlocal.com.br,(11) 3853 - 6618
1153,REDECON CERCAMENTO,,comercial@redeconbarreira.com.br,(12) 3413-6391
453,REDEMCAMP  TELECOMUNICAÇÕES,,,(19) 3257-3300
618,REDES & CIA,,,011 3411-1822
454,REDES TELECOM,fernanda@redestelecom,atendimento@redestelecom.com.br,(027)34343344
455,REI DAS BATERIAS,CARLOS  R. AZEVEDO,,(012) 3942-1161
456,REI DOS CARIMBOS,REINALDO SÉRGIO DE MORAES,,3632-9480
583,REMAN EQUIPAMENTOS ELETRONICOS LTDA - EP,Lia,reman_vendas@hotmail.com;,1236241515
980,REMAN EQUIPAMENTOS ELETRONICOS LTDA - EP,,,(12) 3207-4536
1046,RENAN SALLES LIBERALI CAMARGO,,,
1090,RENATA DOS SANTOS CAMPOS - CENTRALTEC,TULIO,tuliobhz@hotmail.com,35-3582-1340
662,"RENDICOLLA COMÉRCIO, EXPORTAÇÃO E IMPORT",,,(42) 3252 3051
457,RENOVALE RECAUCHUTAGEM COMERCIO PNEUS LT,,,(012) 3635-6117
815,REP ACESSO,CARLOS,comercial@repacesso.com.br,36254692
1071,REPUME ILUMINAÇÃO,,vendas@repume.com.br,55 11 4139.1656
508,RESTAURA CHOQUE BOA VISTA,CABRAL E ALEMÃO 3624-3491,restaurachoqueboavista@hotmail.com,7817-4213
458,RF COMERCIO DE CABOS E TELECOM LTDA,CLAUDIO LOPES,,(11) 2062-6799 /
459,RIZZO UNIFORMES LTDA,DEBORA (011) 218-4550,,(011) 6561-8470
667,RLOCAL DISTRIBUIDORA,,comercial@rlocal.com.br,(11) 3853 - 6618
506,RM DINIZ COMERCIO DE EQUIPAMENTOS ELETRO,,,1156614646
460,RMG ARTEFATOS DE METAL ESTAMPADO LTDA,,,(041) 6681604
1026,RO7 COM IMPORT. EXPORT. PROD. ELETRONICO,,,011 33130595
826,ROGERIO MATERIAL ELETRICOS,ROGERIO,,991055210
461,ROMATI DISTRIBUIDORA,FLAVIO,,(012) 3133-4073
462,ROSANGELA DE FATIMA MOREIRA SINZATO - ME,,,(012) 3621-5426
463,RPM SISTEMAS DE SEGURANÇA LTDA,,,(011)  6959 4771
989,RT SOLUÇÕES EM TECNOLOGIA,,contato@rondotec.ind.br,(45) 3284-1743
695,RUBBERPLASTIC COMERCIO,,vendas@rubberplastic.com.br,(11) 3906-1010
653,RUBENS ARTES GRAFICAS,,,(12) 3632-3527
718,RUBIX,,web@rubix.com.br,41 3557-3626
464,RV(SEGURANÇA,ROGER DE VYLDER,,(19)3534-4110
856,RWTEC,,,
930,S.A DE MORAES LTDA,LIA / DANIEL,,3413-3129
45,SABESP,,,195
1161,SAFFIO SISTEMA ANTIFURTO DE FIOS LTDA.,,,
465,SALPRINT INFORMATICA,WALBER - 9106-1334,,(012) 3622-5999
1105,SAMSUNG,,,
610,SAMTEK,,samtek@samtek.com.br,
668,SANTA CAIXA IND. E COM. DE EMBALAGENS LT,,vendas@santacaixaembalagens.com.br,(11) 3611-0303
466,SANTANA  PNEUS,,,(012) 233-8115
